scenario_id,destination,data_grade,approved,purpose,role,device_trust,source_object_id,content_json,expected_broad_policy,expected_finegrained_policy,mode,experiment_run_id,run_id,attempt_id,status_code,actual,expected,matches_expected,latency_ms,error
C05,public,O,false,public_disclosure,publisher,trusted,OBJ-O-004,"{""statistic"": ""unapproved draft""}",deny,deny,policy_only,policy_only-20260814T154453Z,5,C05-r005,403,deny,deny,true,7.517600,
C05,public,O,false,public_disclosure,publisher,trusted,OBJ-O-004,"{""statistic"": ""unapproved draft""}",deny,deny,policy_only,policy_only-20260814T154453Z,6,C05-r006,403,deny,deny,true,6.443600,
C05,public,O,false,public_disclosure,publisher,trusted,OBJ-O-004,"{""statistic"": ""unapproved draft""}",deny,deny,policy_only,policy_only-20260814T154453Z,7,C05-r007,403,deny,deny,true,7.323500,
C05,public,O,false,public_disclosure,publisher,trusted,OBJ-O-004,"{""statistic"": ""unapproved draft""}",deny,deny,policy_only,policy_only-20260814T154453Z,8,C05-r008,403,deny,deny,true,7.563700,
C05,public,O,false,public_disclosure,publisher,trusted,OBJ-O-004,"{""statistic"": ""unapproved draft""}",deny,deny,policy_only,policy_only-20260814T154453Z,9,C05-r009,403,deny,deny,true,7.776600,
C05,public,O,false,public_disclosure,publisher,trusted,OBJ-O-004,"{""statistic"": ""unapproved draft""}",deny,deny,policy_only,policy_only-20260814T154453Z,10,C05-r010,403,deny,deny,true,9.193300,
C05,public,O,false,public_disclosure,publisher,trusted,OBJ-O-004,"{""statistic"": ""unapproved draft""}",deny,deny,policy_only,policy_only-20260814T154453Z,11,C05-r011,403,deny,deny,true,9.138900,
C05,public,O,false,public_disclosure,publisher,trusted,OBJ-O-004,"{""statistic"": ""unapproved draft""}",deny,deny,policy_only,policy_only-20260814T154453Z,12,C05-r012,403,deny,deny,true,8.032600,
C05,public,O,false,public_disclosure,publisher,trusted,OBJ-O-004,"{""statistic"": ""unapproved draft""}",deny,deny,policy_only,policy_only-20260814T154453Z,13,C05-r013,403,deny,deny,true,7.482700,
C05,public,O,false,public_disclosure,publisher,trusted,OBJ-O-004,"{""statistic"": ""unapproved draft""}",deny,deny,policy_only,policy_only-20260814T154453Z,14,C05-r014,403,deny,deny,true,7.867200,
C05,public,O,false,public_disclosure,publisher,trusted,OBJ-O-004,"{""statistic"": ""unapproved draft""}",deny,deny,policy_only,policy_only-20260814T154453Z,15,C05-r015,403,deny,deny,true,7.451000,
C05,public,O,false,public_disclosure,publisher,trusted,OBJ-O-004,"{""statistic"": ""unapproved draft""}",deny,deny,policy_only,policy_only-20260814T154453Z,16,C05-r016,403,deny,deny,true,9.762700,
C05,public,O,false,public_disclosure,publisher,trusted,OBJ-O-004,"{""statistic"": ""unapproved draft""}",deny,deny,policy_only,policy_only-20260814T154453Z,17,C05-r017,403,deny,deny,true,7.073200,
C05,public,O,false,public_disclosure,publisher,trusted,OBJ-O-004,"{""statistic"": ""unapproved draft""}",deny,deny,policy_only,policy_only-20260814T154453Z,18,C05-r018,403,deny,deny,true,7.794600,
C05,public,O,false,public_disclosure,publisher,trusted,OBJ-O-004,"{""statistic"": ""unapproved draft""}",deny,deny,policy_only,policy_only-20260814T154453Z,19,C05-r019,403,deny,deny,true,7.086600,
C05,public,O,false,public_disclosure,publisher,trusted,OBJ-O-004,"{""statistic"": ""unapproved draft""}",deny,deny,policy_only,policy_only-20260814T154453Z,20,C05-r020,403,deny,deny,true,8.556400,
C05,public,O,false,public_disclosure,publisher,trusted,OBJ-O-004,"{""statistic"": ""unapproved draft""}",deny,deny,policy_only,policy_only-20260814T154453Z,21,C05-r021,403,deny,deny,true,6.963300,
C05,public,O,false,public_disclosure,publisher,trusted,OBJ-O-004,"{""statistic"": ""unapproved draft""}",deny,deny,policy_only,policy_only-20260814T154453Z,22,C05-r022,403,deny,deny,true,8.857800,
C05,public,O,false,public_disclosure,publisher,trusted,OBJ-O-004,"{""statistic"": ""unapproved draft""}",deny,deny,policy_only,policy_only-20260814T154453Z,23,C05-r023,403,deny,deny,true,8.353600,
C05,public,O,false,public_disclosure,publisher,trusted,OBJ-O-004,"{""statistic"": ""unapproved draft""}",deny,deny,policy_only,policy_only-20260814T154453Z,24,C05-r024,403,deny,deny,true,7.876200,
C05,public,O,false,public_disclosure,publisher,trusted,OBJ-O-004,"{""statistic"": ""unapproved draft""}",deny,deny,policy_only,policy_only-20260814T154453Z,25,C05-r025,403,deny,deny,true,7.408700,
C05,public,O,false,public_disclosure,publisher,trusted,OBJ-O-004,"{""statistic"": ""unapproved draft""}",deny,deny,policy_only,policy_only-20260814T154453Z,26,C05-r026,403,deny,deny,true,7.510500,
C05,public,O,false,public_disclosure,publisher,trusted,OBJ-O-004,"{""statistic"": ""unapproved draft""}",deny,deny,policy_only,policy_only-20260814T154453Z,27,C05-r027,403,deny,deny,true,7.718200,
C05,public,O,false,public_disclosure,publisher,trusted,OBJ-O-004,"{""statistic"": ""unapproved draft""}",deny,deny,policy_only,policy_only-20260814T154453Z,28,C05-r028,403,deny,deny,true,8.056400,
C05,public,O,false,public_disclosure,publisher,trusted,OBJ-O-004,"{""statistic"": ""unapproved draft""}",deny,deny,policy_only,policy_only-20260814T154453Z,29,C05-r029,403,deny,deny,true,7.420700,
C05,public,O,false,public_disclosure,publisher,trusted,OBJ-O-004,"{""statistic"": ""unapproved draft""}",deny,deny,policy_only,policy_only-20260814T154453Z,30,C05-r030,403,deny,deny,true,6.120500,
C06,external_ai,O,true,approved_ai_use,ai_user,untrusted,OBJ-O-005,"{""task"": ""approved public text""}",deny,deny,policy_only,policy_only-20260814T154453Z,1,C06-r001,403,deny,deny,true,8.601300,
C06,external_ai,O,true,approved_ai_use,ai_user,untrusted,OBJ-O-005,"{""task"": ""approved public text""}",deny,deny,policy_only,policy_only-20260814T154453Z,2,C06-r002,403,deny,deny,true,6.795800,
C06,external_ai,O,true,approved_ai_use,ai_user,untrusted,OBJ-O-005,"{""task"": ""approved public text""}",deny,deny,policy_only,policy_only-20260814T154453Z,3,C06-r003,403,deny,deny,true,6.981900,
C06,external_ai,O,true,approved_ai_use,ai_user,untrusted,OBJ-O-005,"{""task"": ""approved public text""}",deny,deny,policy_only,policy_only-20260814T154453Z,4,C06-r004,403,deny,deny,true,6.724000,
C06,external_ai,O,true,approved_ai_use,ai_user,untrusted,OBJ-O-005,"{""task"": ""approved public text""}",deny,deny,policy_only,policy_only-20260814T154453Z,5,C06-r005,403,deny,deny,true,7.061900,
C06,external_ai,O,true,approved_ai_use,ai_user,untrusted,OBJ-O-005,"{""task"": ""approved public text""}",deny,deny,policy_only,policy_only-20260814T154453Z,6,C06-r006,403,deny,deny,true,6.904000,
C06,external_ai,O,true,approved_ai_use,ai_user,untrusted,OBJ-O-005,"{""task"": ""approved public text""}",deny,deny,policy_only,policy_only-20260814T154453Z,7,C06-r007,403,deny,deny,true,7.371100,
C06,external_ai,O,true,approved_ai_use,ai_user,untrusted,OBJ-O-005,"{""task"": ""approved public text""}",deny,deny,policy_only,policy_only-20260814T154453Z,8,C06-r008,403,deny,deny,true,7.050500,
C06,external_ai,O,true,approved_ai_use,ai_user,untrusted,OBJ-O-005,"{""task"": ""approved public text""}",deny,deny,policy_only,policy_only-20260814T154453Z,9,C06-r009,403,deny,deny,true,8.187100,
C06,external_ai,O,true,approved_ai_use,ai_user,untrusted,OBJ-O-005,"{""task"": ""approved public text""}",deny,deny,policy_only,policy_only-20260814T154453Z,10,C06-r010,403,deny,deny,true,7.987700,
C06,external_ai,O,true,approved_ai_use,ai_user,untrusted,OBJ-O-005,"{""task"": ""approved public text""}",deny,deny,policy_only,policy_only-20260814T154453Z,11,C06-r011,403,deny,deny,true,7.642100,
C06,external_ai,O,true,approved_ai_use,ai_user,untrusted,OBJ-O-005,"{""task"": ""approved public text""}",deny,deny,policy_only,policy_only-20260814T154453Z,12,C06-r012,403,deny,deny,true,6.918900,
C06,external_ai,O,true,approved_ai_use,ai_user,untrusted,OBJ-O-005,"{""task"": ""approved public text""}",deny,deny,policy_only,policy_only-20260814T154453Z,13,C06-r013,403,deny,deny,true,8.031200,
C06,external_ai,O,true,approved_ai_use,ai_user,untrusted,OBJ-O-005,"{""task"": ""approved public text""}",deny,deny,policy_only,policy_only-20260814T154453Z,14,C06-r014,403,deny,deny,true,6.908100,
C06,external_ai,O,true,approved_ai_use,ai_user,untrusted,OBJ-O-005,"{""task"": ""approved public text""}",deny,deny,policy_only,policy_only-20260814T154453Z,15,C06-r015,403,deny,deny,true,6.513900,
C06,external_ai,O,true,approved_ai_use,ai_user,untrusted,OBJ-O-005,"{""task"": ""approved public text""}",deny,deny,policy_only,policy_only-20260814T154453Z,16,C06-r016,403,deny,deny,true,8.270400,
C06,external_ai,O,true,approved_ai_use,ai_user,untrusted,OBJ-O-005,"{""task"": ""approved public text""}",deny,deny,policy_only,policy_only-20260814T154453Z,17,C06-r017,403,deny,deny,true,7.796900,
C06,external_ai,O,true,approved_ai_use,ai_user,untrusted,OBJ-O-005,"{""task"": ""approved public text""}",deny,deny,policy_only,policy_only-20260814T154453Z,18,C06-r018,403,deny,deny,true,8.558200,
C06,external_ai,O,true,approved_ai_use,ai_user,untrusted,OBJ-O-005,"{""task"": ""approved public text""}",deny,deny,policy_only,policy_only-20260814T154453Z,19,C06-r019,403,deny,deny,true,7.698400,
C06,external_ai,O,true,approved_ai_use,ai_user,untrusted,OBJ-O-005,"{""task"": ""approved public text""}",deny,deny,policy_only,policy_only-20260814T154453Z,20,C06-r020,403,deny,deny,true,10.537900,
C06,external_ai,O,true,approved_ai_use,ai_user,untrusted,OBJ-O-005,"{""task"": ""approved public text""}",deny,deny,policy_only,policy_only-20260814T154453Z,21,C06-r021,403,deny,deny,true,9.357700,
C06,external_ai,O,true,approved_ai_use,ai_user,untrusted,OBJ-O-005,"{""task"": ""approved public text""}",deny,deny,policy_only,policy_only-20260814T154453Z,22,C06-r022,403,deny,deny,true,8.575600,
C06,external_ai,O,true,approved_ai_use,ai_user,untrusted,OBJ-O-005,"{""task"": ""approved public text""}",deny,deny,policy_only,policy_only-20260814T154453Z,23,C06-r023,403,deny,deny,true,11.835100,
C06,external_ai,O,true,approved_ai_use,ai_user,untrusted,OBJ-O-005,"{""task"": ""approved public text""}",deny,deny,policy_only,policy_only-20260814T154453Z,24,C06-r024,403,deny,deny,true,9.449900,
C06,external_ai,O,true,approved_ai_use,ai_user,untrusted,OBJ-O-005,"{""task"": ""approved public text""}",deny,deny,policy_only,policy_only-20260814T154453Z,25,C06-r025,403,deny,deny,true,7.972300,
C06,external_ai,O,true,approved_ai_use,ai_user,untrusted,OBJ-O-005,"{""task"": ""approved public text""}",deny,deny,policy_only,policy_only-20260814T154453Z,26,C06-r026,403,deny,deny,true,9.010300,
C06,external_ai,O,true,approved_ai_use,ai_user,untrusted,OBJ-O-005,"{""task"": ""approved public text""}",deny,deny,policy_only,policy_only-20260814T154453Z,27,C06-r027,403,deny,deny,true,24.242300,
C06,external_ai,O,true,approved_ai_use,ai_user,untrusted,OBJ-O-005,"{""task"": ""approved public text""}",deny,deny,policy_only,policy_only-20260814T154453Z,28,C06-r028,403,deny,deny,true,7.995100,
C06,external_ai,O,true,approved_ai_use,ai_user,untrusted,OBJ-O-005,"{""task"": ""approved public text""}",deny,deny,policy_only,policy_only-20260814T154453Z,29,C06-r029,403,deny,deny,true,6.284700,
C06,external_ai,O,true,approved_ai_use,ai_user,untrusted,OBJ-O-005,"{""task"": ""approved public text""}",deny,deny,policy_only,policy_only-20260814T154453Z,30,C06-r030,403,deny,deny,true,8.348600,
